Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
2978,,6257853,,,,,,,,9834,1739.33,,,,01/03/2017,,,,,,Supply All INC,0000052978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,,6738905,,,,,,,,2049,958.00,,,,01/04/2013,,,,,,Example Company 1,0000052979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,,801313,,,,,,,,4500,1719.33,,,,01/26/2019,,,,,,PARTS HOUSE LLC.,0000052980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,,8791338,,,,,,,,9834,3102.67,,,,01/18/2014,,,,,,Supply All INC,0000052981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,,2379844,,,,,,,,1432,3084.00,,,,06/16/2018,,,,,,WESTERN PACKAGING,0000052982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,,5508537,,,,,,,,7732,1108.33,,,,01/26/2019,,,,,,Digital Supply Co,0000052983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,,6915794,,,,,,,,2049,1308.33,,,,11/08/2011,,,,,,Example Company 1,0000052984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,,7901774,,,,,,,,9834,2811.00,,,,06/23/2011,,,,,,Supply All INC,0000052985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,,2584511,,,,,,,,2049,3072.33,,,,11/11/2014,,,,,,Example Company 1,0000052986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,,3865526,,,,,,,,9834,988.67,,,,06/06/2017,,,,,,Supply All INC,0000052987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,,4159514,,,,,,,,2122,1490.67,,,,01/20/2014,,,,,,WE SPRAY PESTICIDE CO.,0000052988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,,6070898,,,,,,,,2342,318.33,,,,07/10/2018,,,,,,The Walter Co,0000052989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,,8902036,,,,,,,,7732,518.33,,,,05/12/2011,,,,,,Digital Supply Co,0000052990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,,8400925,,,,,,,,9153,1431.33,,,,06/07/2018,,,,,,Water Supply INC,0000052991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,,6085297,,,,,,,,2342,2465.33,,,,08/27/2014,,,,,,The Walter Co,0000052992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,,3196250,,,,,,,,9153,2637.00,,,,11/24/2019,,,,,,Water Supply INC,0000052993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,,6043657,,,,,,,,2049,875.67,,,,08/03/2017,,,,,,Example Company 1,0000052994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,,3080242,,,,,,,,2342,535.67,,,,06/06/2019,,,,,,The Walter Co,0000052995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,,1605193,,,,,,,,2342,1506.33,,,,04/19/2018,,,,,,The Walter Co,0000052996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,,3751450,,,,,,,,7732,733.00,,,,04/27/2013,,,,,,Digital Supply Co,0000052997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,,8889219,,,,,,,,2122,1567.67,,,,06/11/2012,,,,,,WE SPRAY PESTICIDE CO.,0000052998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,,837223,,,,,,,,2122,2955.00,,,,11/10/2010,,,,,,WE SPRAY PESTICIDE CO.,0000052999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,7391038,,,,,,,,7732,1317.33,,,,01/17/2012,,,,,,Digital Supply Co,0000053000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,,70450,,,,,,,,4500,2955.00,,,,08/15/2011,,,,,,PARTS HOUSE LLC.,0000053001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,,2451633,,,,,,,,4500,1683.67,,,,03/11/2013,,,,,,PARTS HOUSE LLC.,0000053002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,,3274580,,,,,,,,1432,2796.33,,,,07/13/2019,,,,,,WESTERN PACKAGING,0000053003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,,6902260,,,,,,,,9834,463.67,,,,05/18/2016,,,,,,Supply All INC,0000053004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,,3361041,,,,,,,,1432,2287.33,,,,01/02/2011,,,,,,WESTERN PACKAGING,0000053005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,,3122867,,,,,,,,9153,1980.33,,,,05/09/2018,,,,,,Water Supply INC,0000053006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,,6971243,,,,,,,,4500,3331.00,,,,08/06/2019,,,,,,PARTS HOUSE LLC.,0000053007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,,8569888,,,,,,,,9153,1659.00,,,,01/17/2016,,,,,,Water Supply INC,0000053008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,,504617,,,,,,,,9153,3058.00,,,,09/22/2019,,,,,,Water Supply INC,0000053009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,,9153728,,,,,,,,4500,118.67,,,,03/04/2015,,,,,,PARTS HOUSE LLC.,0000053010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,,6745166,,,,,,,,2342,819.33,,,,02/11/2016,,,,,,The Walter Co,0000053011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,,3296984,,,,,,,,1432,2294.33,,,,01/12/2016,,,,,,WESTERN PACKAGING,0000053012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,,5666951,,,,,,,,9834,1198.67,,,,02/03/2017,,,,,,Supply All INC,0000053013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,,5011448,,,,,,,,2049,1429.67,,,,04/17/2018,,,,,,Example Company 1,0000053014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,,669627,,,,,,,,2122,1482.67,,,,11/24/2017,,,,,,WE SPRAY PESTICIDE CO.,0000053015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,,9721862,,,,,,,,9834,410.67,,,,03/07/2018,,,,,,Supply All INC,0000053016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,,8637847,,,,,,,,2342,2509.00,,,,07/15/2011,,,,,,The Walter Co,0000053017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,,7056448,,,,,,,,2122,2753.33,,,,05/18/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,,7329562,,,,,,,,1432,2153.67,,,,10/15/2014,,,,,,WESTERN PACKAGING,0000053019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,,5998906,,,,,,,,2342,1851.00,,,,11/23/2010,,,,,,The Walter Co,0000053020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,,4559844,,,,,,,,9153,232.00,,,,08/09/2019,,,,,,Water Supply INC,0000053021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,,7195614,,,,,,,,9153,985.00,,,,07/22/2015,,,,,,Water Supply INC,0000053022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,,6246396,,,,,,,,1432,1423.67,,,,03/07/2011,,,,,,WESTERN PACKAGING,0000053023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,,3720683,,,,,,,,9834,667.33,,,,02/11/2011,,,,,,Supply All INC,0000053024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,,9741615,,,,,,,,9153,1023.33,,,,10/25/2010,,,,,,Water Supply INC,0000053025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,,577630,,,,,,,,1432,215.00,,,,10/21/2014,,,,,,WESTERN PACKAGING,0000053026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,,2334429,,,,,,,,9834,242.33,,,,08/02/2016,,,,,,Supply All INC,0000053027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,,5859925,,,,,,,,2049,996.00,,,,04/14/2010,,,,,,Example Company 1,0000053028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,,8859420,,,,,,,,1432,2765.33,,,,01/24/2014,,,,,,WESTERN PACKAGING,0000053029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,,9628415,,,,,,,,2342,1907.33,,,,02/20/2015,,,,,,The Walter Co,0000053030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,,5399760,,,,,,,,9834,1139.33,,,,01/19/2018,,,,,,Supply All INC,0000053031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,,9427475,,,,,,,,7732,1866.67,,,,09/02/2018,,,,,,Digital Supply Co,0000053032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,,5277566,,,,,,,,9153,945.00,,,,09/16/2018,,,,,,Water Supply INC,0000053033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,,1209250,,,,,,,,2342,2602.33,,,,11/17/2017,,,,,,The Walter Co,0000053034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,,924005,,,,,,,,9153,3242.33,,,,06/09/2013,,,,,,Water Supply INC,0000053035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,,4939683,,,,,,,,2049,2563.67,,,,08/09/2018,,,,,,Example Company 1,0000053036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,,9397242,,,,,,,,4500,172.33,,,,08/05/2014,,,,,,PARTS HOUSE LLC.,0000053037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,,9080562,,,,,,,,2049,243.00,,,,03/06/2018,,,,,,Example Company 1,0000053038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,,1372051,,,,,,,,7732,562.00,,,,03/14/2011,,,,,,Digital Supply Co,0000053039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,,6343164,,,,,,,,9834,250.67,,,,09/03/2012,,,,,,Supply All INC,0000053040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,,9823030,,,,,,,,2049,1868.67,,,,04/25/2012,,,,,,Example Company 1,0000053041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,,201448,,,,,,,,9834,1226.67,,,,07/03/2014,,,,,,Supply All INC,0000053042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,,8571679,,,,,,,,2049,1513.00,,,,04/14/2017,,,,,,Example Company 1,0000053043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,,7157001,,,,,,,,1432,1950.67,,,,11/13/2011,,,,,,WESTERN PACKAGING,0000053044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,,7567661,,,,,,,,4500,2150.33,,,,02/09/2016,,,,,,PARTS HOUSE LLC.,0000053045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,,3776212,,,,,,,,2122,2615.67,,,,09/28/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,,5608394,,,,,,,,2049,2572.67,,,,02/28/2017,,,,,,Example Company 1,0000053047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,,7907393,,,,,,,,9153,2143.00,,,,10/11/2018,,,,,,Water Supply INC,0000053048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,,4131551,,,,,,,,9834,2846.33,,,,01/05/2011,,,,,,Supply All INC,0000053049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,,6695363,,,,,,,,7732,1227.00,,,,11/01/2015,,,,,,Digital Supply Co,0000053050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,,3594277,,,,,,,,9153,635.00,,,,04/04/2016,,,,,,Water Supply INC,0000053051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,,3619582,,,,,,,,9834,1472.33,,,,04/16/2014,,,,,,Supply All INC,0000053052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,,9653541,,,,,,,,2049,1406.00,,,,06/06/2013,,,,,,Example Company 1,0000053053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,,9119712,,,,,,,,9153,3064.67,,,,10/25/2014,,,,,,Water Supply INC,0000053054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,,8352939,,,,,,,,7732,2900.67,,,,09/15/2018,,,,,,Digital Supply Co,0000053055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,,1064149,,,,,,,,2342,3296.67,,,,06/09/2012,,,,,,The Walter Co,0000053056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,,2511877,,,,,,,,1432,797.00,,,,05/17/2012,,,,,,WESTERN PACKAGING,0000053057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,,5568537,,,,,,,,9153,391.00,,,,04/17/2012,,,,,,Water Supply INC,0000053058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,,225240,,,,,,,,7732,2993.33,,,,11/17/2011,,,,,,Digital Supply Co,0000053059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,,6610824,,,,,,,,1432,1469.00,,,,06/23/2011,,,,,,WESTERN PACKAGING,0000053060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,,3600770,,,,,,,,7732,2556.00,,,,02/18/2012,,,,,,Digital Supply Co,0000053061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,,106043,,,,,,,,2049,2948.67,,,,10/14/2013,,,,,,Example Company 1,0000053062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,,4678795,,,,,,,,2049,1137.00,,,,04/03/2011,,,,,,Example Company 1,0000053063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,,2665857,,,,,,,,1432,2027.67,,,,02/25/2016,,,,,,WESTERN PACKAGING,0000053064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,,7757934,,,,,,,,2049,200.00,,,,07/11/2014,,,,,,Example Company 1,0000053065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,,3769766,,,,,,,,4500,673.00,,,,07/10/2011,,,,,,PARTS HOUSE LLC.,0000053066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,,8416442,,,,,,,,2342,1728.67,,,,08/27/2014,,,,,,The Walter Co,0000053067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,,9401312,,,,,,,,4500,2183.00,,,,08/22/2015,,,,,,PARTS HOUSE LLC.,0000053068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,,7782501,,,,,,,,2049,2678.67,,,,07/24/2011,,,,,,Example Company 1,0000053069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,,1632886,,,,,,,,9153,2343.67,,,,11/13/2012,,,,,,Water Supply INC,0000053070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,,8224451,,,,,,,,1432,811.00,,,,08/01/2012,,,,,,WESTERN PACKAGING,0000053071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,,5150359,,,,,,,,7732,395.67,,,,04/28/2015,,,,,,Digital Supply Co,0000053072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,,8709158,,,,,,,,9153,2473.67,,,,10/28/2010,,,,,,Water Supply INC,0000053073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,,8734385,,,,,,,,7732,1740.33,,,,05/13/2019,,,,,,Digital Supply Co,0000053074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,,1840293,,,,,,,,2122,2140.67,,,,04/23/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,,5027520,,,,,,,,2049,497.67,,,,02/15/2010,,,,,,Example Company 1,0000053076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,,8561149,,,,,,,,4500,2617.67,,,,10/20/2019,,,,,,PARTS HOUSE LLC.,0000053077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,,3730198,,,,,,,,9834,88.33,,,,04/22/2017,,,,,,Supply All INC,0000053078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,,9758490,,,,,,,,7732,562.33,,,,05/22/2015,,,,,,Digital Supply Co,0000053079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,,9538550,,,,,,,,9834,550.33,,,,08/22/2012,,,,,,Supply All INC,0000053080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,,9700424,,,,,,,,9834,732.67,,,,02/16/2019,,,,,,Supply All INC,0000053081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,,5359472,,,,,,,,1432,714.33,,,,05/28/2017,,,,,,WESTERN PACKAGING,0000053082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,,3268089,,,,,,,,2342,1121.33,,,,01/28/2014,,,,,,The Walter Co,0000053083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,,9574401,,,,,,,,2049,257.00,,,,07/04/2018,,,,,,Example Company 1,0000053084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,,7351931,,,,,,,,2049,2640.33,,,,01/08/2018,,,,,,Example Company 1,0000053085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,,5936318,,,,,,,,2122,2227.33,,,,09/16/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,,6134016,,,,,,,,2049,1054.67,,,,01/13/2019,,,,,,Example Company 1,0000053087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,,6327448,,,,,,,,9834,1381.33,,,,04/28/2016,,,,,,Supply All INC,0000053088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,,2688921,,,,,,,,7732,2292.33,,,,06/24/2018,,,,,,Digital Supply Co,0000053089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,,1760766,,,,,,,,4500,640.67,,,,01/08/2019,,,,,,PARTS HOUSE LLC.,0000053090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,,38586,,,,,,,,7732,565.33,,,,08/21/2016,,,,,,Digital Supply Co,0000053091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,,8813077,,,,,,,,4500,2829.00,,,,02/17/2019,,,,,,PARTS HOUSE LLC.,0000053092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,,8121362,,,,,,,,7732,2688.33,,,,01/26/2013,,,,,,Digital Supply Co,0000053093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,,4377069,,,,,,,,7732,2760.67,,,,09/10/2013,,,,,,Digital Supply Co,0000053094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,,1575859,,,,,,,,7732,3039.67,,,,02/24/2014,,,,,,Digital Supply Co,0000053095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,,8059120,,,,,,,,2342,2905.00,,,,11/09/2013,,,,,,The Walter Co,0000053096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,,1974685,,,,,,,,1432,2080.00,,,,07/11/2015,,,,,,WESTERN PACKAGING,0000053097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,,249095,,,,,,,,7732,3036.33,,,,08/25/2018,,,,,,Digital Supply Co,0000053098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,,5521337,,,,,,,,2122,1991.67,,,,03/22/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,9512363,,,,,,,,2049,2118.67,,,,04/04/2015,,,,,,Example Company 1,0000053100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,,5029663,,,,,,,,7732,3326.33,,,,02/15/2017,,,,,,Digital Supply Co,0000053101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,6697173,,,,,,,,9834,2827.33,,,,06/05/2018,,,,,,Supply All INC,0000053102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,,4141573,,,,,,,,4500,3117.33,,,,04/05/2013,,,,,,PARTS HOUSE LLC.,0000053103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,,7879536,,,,,,,,4500,1729.67,,,,08/03/2012,,,,,,PARTS HOUSE LLC.,0000053104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,,5624644,,,,,,,,2049,239.33,,,,05/27/2010,,,,,,Example Company 1,0000053105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,,8317349,,,,,,,,9153,1881.00,,,,08/02/2012,,,,,,Water Supply INC,0000053106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,,1167306,,,,,,,,2342,2614.33,,,,08/26/2016,,,,,,The Walter Co,0000053107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,,9946427,,,,,,,,9153,3154.33,,,,02/01/2016,,,,,,Water Supply INC,0000053108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,,378858,,,,,,,,2122,3120.00,,,,01/21/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,,6263279,,,,,,,,7732,118.67,,,,06/15/2018,,,,,,Digital Supply Co,0000053110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,,5196493,,,,,,,,7732,1965.67,,,,09/14/2015,,,,,,Digital Supply Co,0000053111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,,3089596,,,,,,,,2342,642.33,,,,06/16/2017,,,,,,The Walter Co,0000053112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,,5588264,,,,,,,,2122,3155.33,,,,10/21/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,,1274645,,,,,,,,4500,1438.00,,,,04/05/2017,,,,,,PARTS HOUSE LLC.,0000053114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,,3154428,,,,,,,,9834,1112.33,,,,01/06/2017,,,,,,Supply All INC,0000053115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,,3420788,,,,,,,,2049,1402.33,,,,08/04/2010,,,,,,Example Company 1,0000053116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,,7088426,,,,,,,,7732,1949.00,,,,09/07/2017,,,,,,Digital Supply Co,0000053117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,,4396735,,,,,,,,2049,3296.67,,,,09/14/2019,,,,,,Example Company 1,0000053118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,,756115,,,,,,,,1432,414.67,,,,02/25/2014,,,,,,WESTERN PACKAGING,0000053119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
